transcript	gene	chr	tx_start	tx_end	bp	n_exons	p_all	p_syn	p_mis	p_lof
ENST00000372204.3	DYDC1	10	82095911	82112357	534	6	1.34482503854472e-05	3.01471694794716e-06	8.72013590000002e-06	1.7133975375e-06
ENST00000309979.6	NDST2	10	75562208	75568146	2652	13	9.01250120853478e-05	2.06262202463478e-05	6.1440605768e-05	8.058186071e-06
ENST00000329399.6	PDLIM1	10	96997681	97050672	990	7	3.25940341784231e-05	8.92309022092312e-06	2.069763941e-05	2.9733045475e-06
ENST00000277865.4	GLUD1	10	88811507	88854526	1677	13	6.15861993292714e-05	1.76466775862712e-05	4.07712508120002e-05	3.168270931e-06
ENST00000331772.4	RNLS	10	90045110	90342947	1029	7	3.02154214986763e-05	8.16496908467622e-06	1.92134435340001e-05	2.83700888e-06
ENST00000372538.3	COMTD1	10	76993830	76995686	789	7	1.17962774534575e-05	3.94148571579734e-06	6.88974804007263e-06	9.65043697587549e-07
ENST00000372945.3	MRPS16	10	75010609	75012240	414	3	1.444860314038e-05	3.23217057938004e-06	1.018618694e-05	1.030245621e-06
ENST00000371247.2	SORBS1	10	97074815	97200892	3879	31	4.38249291907748e-05	1.19508255475115e-05	2.71548543654855e-05	4.71924927777778e-06
ENST00000339365.2	SEC24C	10	75506590	75530853	3285	22	9.97698651426772e-05	2.53607323366772e-05	6.5198399542e-05	9.210733264e-06
ENST00000372391.2	DLG5	10	79552197	79686278	5760	32	0.000227260080901588	6.83817064725874e-05	0.00014468038105	1.4197993379e-05
ENST00000285949.5	CYP26C1	10	94821020	94828454	1569	6	2.4098827483997e-05	8.00525395427714e-06	1.51965149286537e-05	8.97058601066148e-07
ENST00000342444.4	ASCC1	10	73862126	73973056	1203	11	3.08161009350912e-05	7.29409477409118e-06	1.9094977802e-05	4.427028359e-06
ENST00000265990.6	BTAF1	10	93683833	93788690	5550	38	0.000149815584391261	3.60839333752616e-05	9.44893278119994e-05	1.9242323204e-05
ENST00000372071.2	OPN4	10	88414540	88425508	1470	11	5.48344905426604e-05	1.59213516976604e-05	3.5621513248e-05	3.291625597e-06
ENST00000282728.5	HHEX	10	94449743	94454525	813	4	1.43601171400259e-05	5.23916631452017e-06	8.35730843012877e-06	7.63642395377e-07
ENST00000372764.3	PLAU	10	75671313	75676323	1296	10	4.47913011446381e-05	1.22505351951381e-05	2.8388415324e-05	4.1523506255e-06
ENST00000394810.2	SYNPO2L	10	75406475	75415680	2934	4	4.67272847415238e-05	1.27656080592928e-05	3.00753019394727e-05	3.88637474275832e-06
ENST00000371174.2	DNTT	10	98064254	98097981	1530	11	4.78324908147296e-05	1.21593135212298e-05	3.04987782459998e-05	5.1743990475e-06
ENST00000372027.5	MMRN2	10	88696499	88717298	2850	7	0.000122656236292465	4.04124451199642e-05	7.53206882280006e-05	6.9231029445e-06
ENST00000371627.4	TNKS2	10	93558447	93622756	3501	27	0.000103363447391489	2.82479383294894e-05	6.33296607199994e-05	1.1785848342e-05
ENST00000404743.4	LIPM	10	90562653	90580258	1272	9	1.54532938258527e-05	3.87125055520851e-06	9.78051347341115e-06	1.80152979723303e-06
ENST00000313132.4	VDAC2	10	76971341	76990747	930	9	2.39061730914087e-05	6.57522521940872e-06	1.5059288186e-05	2.271659686e-06
ENST00000260682.6	CYP2C9	10	96698439	96748785	1473	9	3.76923421713349e-05	9.39194566633492e-06	2.5718840996e-05	2.581555509e-06
ENST00000412021.2	P4HA1	10	74767979	74834641	1605	14	4.47699312623017e-05	1.02739451563017e-05	2.9151162958e-05	5.344823148e-06
ENST00000298068.5	HECTD2	10	93170195	93272141	2331	21	6.93586952312501e-05	1.86662476032503e-05	4.26955589679998e-05	7.99688866e-06
ENST00000372017.3	SNCG	10	88718454	88722742	384	5	1.42185610038592e-05	4.60288181630407e-06	8.7114869330307e-06	9.04192254524427e-07
ENST00000371097.4	LCOR	10	98708814	98715679	1302	3	3.73157826983767e-05	9.74285132787694e-06	2.34931379359998e-05	4.0797934345e-06
ENST00000371172.3	OPALIN	10	98105697	98118653	426	6	1.41245538521025e-05	3.86275540810254e-06	8.79227517e-06	1.469523274e-06
ENST00000371953.3	PTEN	10	89624226	89725229	1212	9	3.26162934824054e-05	7.84784049290564e-06	2.06899495039998e-05	4.0785034855e-06
ENST00000404857.1	KCNMA1	10	78647023	79397400	3660	28	0.000105587012206747	3.16556211779312e-05	6.62960154263391e-05	7.63537560247644e-06
ENST00000372325.2	SFTPA2	10	81316964	81319239	747	4	2.37134152691304e-05	6.6650942791304e-06	1.4859212794e-05	2.189108196e-06
ENST00000520547.2	EIF5AL1	10	81272405	81272870	465	1	3.68853732993143e-06	1.12973757142818e-06	2.37875283671077e-06	1.80046921792477e-07
ENST00000373189.5	SLC29A3	10	73079066	73122365	1428	6	4.97499826381832e-05	1.57051541511832e-05	3.1447105044e-05	2.597723443e-06
ENST00000371207.3	ENTPD1	10	97515471	97626140	1569	10	3.92252692055483e-05	1.07955214590485e-05	2.48365493259998e-05	3.5931984205e-06
ENST00000372919.4	ANXA7	10	75135852	75160614	1467	13	4.22878335582715e-05	9.23065078427126e-06	2.70009259800002e-05	6.056256794e-06
ENST00000372371.3	POLR3A	10	79737235	79789165	4173	31	0.000134008860883864	3.75116904033636e-05	8.37063781100002e-05	1.27907923705e-05
ENST00000373115.4	CHST3	10	73765600	73768229	1440	2	1.95555494926078e-05	6.28616046954682e-06	1.25639089249805e-05	7.05480098080415e-07
ENST00000430082.2	ECD	10	74894340	74923695	2034	14	5.2068669640102e-05	1.23846507266022e-05	3.22456476059998e-05	7.4383713075e-06
ENST00000371790.4	SLC16A12	10	91192820	91222335	1551	6	3.92913504026985e-05	1.05253259186985e-05	2.5966684672e-05	2.799339812e-06
ENST00000358531.4	ARHGAP19	10	98985878	99052384	1485	12	4.45668591150848e-05	1.08538826685848e-05	2.8199649882e-05	5.5133265645e-06
ENST00000298767.5	WAPAL	10	88197299	88277826	3573	18	9.4430380886776e-05	2.28040180357764e-05	6.02833181039996e-05	1.1343044747e-05
ENST00000224337.5	BLNK	10	97951728	98031155	1371	17	4.46746926668934e-05	1.21922995878934e-05	2.616153719e-05	6.320855889e-06
ENST00000310715.3	TTC18	10	75013732	75114554	3366	27	8.37510716531054e-05	2.02587972131056e-05	5.31987698739998e-05	1.0293504566e-05
ENST00000260753.4	KIF20B	10	91465051	91533805	5343	32	0.000135783858822515	3.0205967039016e-05	8.3962694605999e-05	2.16151971775e-05
ENST00000371852.2	CH25H	10	90966230	90967049	819	1	3.33440195024532e-05	1.17749306545284e-05	1.99963755590748e-05	1.57271328884998e-06
ENST00000307534.4	PANK1	10	91344162	91405059	1797	7	3.19814290544758e-05	9.0732979522179e-06	1.98591890534639e-05	3.04894204879399e-06
ENST00000371321.3	CYP2C19	10	96522462	96612671	1473	9	4.03989218903715e-05	9.87776395287174e-06	2.78928431939998e-05	2.6283147435e-06
ENST00000343959.4	FAM25A	10	88780081	88784431	270	3	3.53395196742527e-06	1.07313288225449e-06	2.21773986251621e-06	2.43079222654561e-07
ENST00000339859.4	USP54	10	75258386	75335416	5055	22	0.000139832600289945	3.43599409674446e-05	8.99903583020004e-05	1.54823010205e-05
ENST00000224756.8	CCSER2	10	86130808	86273299	2505	10	6.32966435185642e-05	1.55280143960644e-05	4.07694934979998e-05	6.9991356245e-06
ENST00000372126.3	C10orf99	10	85933607	85944522	246	3	6.82631557494173e-06	1.46846247994173e-06	4.39293587e-06	9.64917225e-07
ENST00000355264.4	AP3M1	10	75883567	75898137	1257	8	3.53065708371246e-05	8.68199561212458e-06	2.3335078992e-05	3.289496233e-06
ENST00000260731.3	KIF11	10	94353132	94413553	3171	22	8.06458488173979e-05	1.91490106638983e-05	5.16317323659996e-05	9.86510578750002e-06
ENST00000429277.2	LDB3	10	88428448	88492733	2199	13	8.21875387843936e-05	2.48122945738936e-05	5.1686190324e-05	5.6890538865e-06
ENST00000372037.3	BMPR1A	10	88635775	88683476	1599	11	5.07405659592958e-05	1.1520587812296e-05	3.31054329039998e-05	6.114545243e-06
ENST00000371380.3	PLCE1	10	95790803	96084837	6909	31	0.000203084358839875	5.40963137178748e-05	0.000125096266878	2.3891778244e-05
ENST00000369075.3	SEC23IP	10	121652294	121693279	3003	18	8.62152694300832e-05	2.30343093590834e-05	5.39441653339998e-05	9.23679473700002e-06
ENST00000445873.1	TLX1NB	10	102849293	102849662	369	1	3.58414252085683e-06	9.38920280247236e-07	2.3889031245655e-06	2.56319116044099e-07
ENST00000370640.3	C10orf62	10	99349654	99350326	672	1	2.0472500764622e-05	5.804729453122e-06	1.3607463e-05	1.0603083115e-06
ENST00000605788.1	NOLC1	10	103912167	103922026	2100	13	5.91075344122341e-05	1.54219966367341e-05	3.700919392e-05	6.6763438555e-06
ENST00000369248.4	FAM160B1	10	116581837	116621299	2298	17	6.47345877917302e-05	1.70812158402304e-05	3.99335390119998e-05	7.7198329395e-06
ENST00000224862.3	FBXL15	10	104180886	104182750	903	4	1.44367589775916e-05	4.85206848385615e-06	9.17642607118029e-06	4.08264422555123e-07
ENST00000369093.2	TIAL1	10	121335176	121355977	1179	12	3.29629072811995e-05	8.31773339169954e-06	2.0363076156e-05	4.2820977335e-06
ENST00000355624.3	RAB11FIP2	10	119768508	119805674	1539	5	4.03122733509709e-05	1.11152463239709e-05	2.56754942e-05	3.521532827e-06
ENST00000370664.3	UBTD1	10	99258960	99330280	684	3	3.1313674490191e-05	9.21251035219098e-06	2.0200516072e-05	1.900648066e-06
ENST00000370476.5	CUTC	10	101492105	101515496	822	9	2.69325467054593e-05	5.95840892195926e-06	1.7242309168e-05	3.7318286155e-06
ENST00000369780.4	NEURL	10	105254144	105350129	1725	6	2.68381308464565e-05	9.47870666714644e-06	1.6460688380441e-05	8.98735798869001e-07
ENST00000369902.3	SUFU	10	104263909	104389912	1455	12	5.83429054624657e-05	1.74435424969659e-05	3.62600713619998e-05	4.6392916035e-06
ENST00000370575.4	PYROXD2	10	100143554	100174892	1746	16	6.0298273972489e-05	1.8158247360489e-05	3.627795048e-05	5.862076132e-06
ENST00000448841.1	WBP1L	10	104503810	104573088	1092	4	3.78001466723771e-05	1.06569310458773e-05	2.31387525879998e-05	4.0044630385e-06
ENST00000016171.5	COX15	10	101474343	101491806	1233	9	3.83011305729626e-05	9.47110331896264e-06	2.3700912886e-05	5.129114368e-06
ENST00000251864.2	TDRD1	10	115947590	115991276	3570	25	9.07742267661074e-05	2.31884941971078e-05	5.78596612119996e-05	9.726071357e-06
ENST00000361976.2	INPP5F	10	121485774	121587292	3399	20	0.000100570604055974	2.46458032684744e-05	6.17560556479998e-05	1.41687451395e-05
ENST00000369085.3	BAG3	10	121411187	121436794	1728	4	6.45921708106762e-05	1.93555652051762e-05	4.0201829532e-05	5.0347760735e-06
ENST00000370646.4	HOGA1	10	99344460	99371416	984	7	3.58887535962991e-05	1.02602980772991e-05	2.2843696558e-05	2.784758961e-06
ENST00000369849.4	INA	10	105036968	105048426	1500	3	2.14519291742072e-05	7.27647907280906e-06	1.33460247818106e-05	8.29425319587549e-07
ENST00000369966.3	NFKB2	10	104155716	104162133	2703	22	0.000110056581776833	3.21585271908332e-05	6.64613668260002e-05	1.143668776e-05
ENST00000369519.3	RBM20	10	112404212	112595736	3684	14	4.20576299168602e-05	1.25093475449038e-05	2.65328225496257e-05	3.01545982233075e-06
ENST00000334549.1	KCNK18	10	118956999	118969810	1155	3	3.31756470076345e-05	9.86079593413446e-06	2.091141848e-05	2.4034325935e-06
ENST00000298746.3	TRUB1	10	116698012	116735138	1050	8	3.54551897062427e-05	1.14942911722429e-05	2.10178937799998e-05	2.943004754e-06
ENST00000398250.1	PPAPDC1A	10	122216817	122349014	816	7	3.0619964458849e-05	8.48735979884906e-06	1.9189855764e-05	2.942748896e-06
ENST00000369825.1	USMG5	10	105151950	105152214	177	2	4.6762107858919e-06	1.3817896213919e-06	2.68264182e-06	6.117793445e-07
ENST00000369103.2	RGS10	10	121259624	121302150	546	5	1.95485087389607e-05	5.74626506296072e-06	1.2032500814e-05	1.769742862e-06
ENST00000392870.2	GRK5	10	120967429	121214579	1773	16	6.57766086427219e-05	1.94409113092219e-05	4.0600729272e-05	5.7349680615e-06
ENST00000344586.7	NKX2-3	10	101292888	101295478	1095	2	1.67736846640026e-05	6.28635325430603e-06	9.85143122619979e-06	6.35900183496757e-07
ENST00000369144.3	EIF3A	10	120795550	120840188	4149	22	0.000155917076437597	2.8891539267596e-05	0.000102230408610001	2.479512856e-05
ENST00000370372.2	BLOC1S2	10	102035218	102046416	429	5	1.50654329750224e-05	4.3345721095224e-06	8.920189096e-06	1.8106717695e-06
ENST00000299163.6	HIF1AN	10	102295715	102307894	1050	8	3.39137967589417e-05	9.06217484994174e-06	2.060309173e-05	4.248530179e-06
ENST00000370602.1	GOLGA7B	10	99610060	99625457	504	5	1.9776916958232e-05	5.36505871173204e-06	1.2480397796e-05	1.9314604505e-06
ENST00000361384.2	DCLRE1A	10	115594910	115612941	3123	9	8.0103627371364e-05	2.07491282428642e-05	5.13604497959998e-05	7.99404933250002e-06
ENST00000369230.3	PNLIPRP3	10	118187524	118236665	1404	12	3.69507728130337e-05	9.04451049853388e-06	2.42108236519998e-05	3.6954386625e-06
ENST00000331272.7	FBXW4	10	103371047	103454397	1239	9	5.14731616883661e-05	1.40166656788661e-05	3.289562771e-05	4.5608682995e-06
ENST00000342071.1	MRPL43	10	102741247	102747200	708	6	3.05770382939624e-05	9.31350707896246e-06	1.9179548868e-05	2.083982347e-06
ENST00000360003.3	MCMBP	10	121590985	121632096	1929	16	5.71748893529638e-05	1.5135576924464e-05	3.57941944239998e-05	6.2451180045e-06
ENST00000238936.4	TMEM180	10	104228786	104235741	1554	8	5.63821164462054e-05	1.72794291882054e-05	3.5660442186e-05	3.442245072e-06
ENST00000334464.5	PDZD8	10	119042778	119134738	3465	5	0.000121782027043735	3.63127572392346e-05	7.7932057754e-05	7.53721205050002e-06
ENST00000334828.5	PGAM1	10	99186064	99192281	765	4	2.95029433347114e-05	8.42786966621144e-06	1.8993818576e-05	2.0812550925e-06
ENST00000369209.3	HSPA12A	10	118434291	118501980	2028	12	8.20649355408396e-05	2.57209736913396e-05	5.0813529564e-05	5.5304322855e-06
ENST00000370626.3	AVPI1	10	99437625	99439662	444	2	1.55361854866178e-05	4.06811346571206e-06	1.05208508122265e-05	9.47221208679205e-07
ENST00000307450.6	MORN4	10	99376019	99379410	441	4	4.86243428304948e-06	1.16286937808147e-06	3.15387590435971e-06	5.45689000608301e-07
ENST00000369880.3	AS3MT	10	104629349	104660457	1128	11	3.16547720620912e-05	8.40484555309124e-06	2.0543544908e-05	2.706381601e-06
ENST00000324109.4	DNMBP	10	101636907	101731881	4734	16	0.000149061655116358	4.02668669218576e-05	9.36523194560002e-05	1.51424687385e-05
ENST00000454061.1	BBIP1	10	112660241	112677915	312	4	1.43228676776306e-06	2.72223743718962e-07	1.03184005067704e-06	1.28222973367056e-07
ENST00000369755.3	SLK	10	105727503	105785478	3708	19	9.83222435279826e-05	2.24998894789832e-05	6.27718455139994e-05	1.3050508535e-05
ENST00000369727.3	SFR1	10	105881941	105885462	738	4	1.7998160256751e-05	4.69101325125102e-06	1.127138401e-05	2.0357629955e-06
ENST00000351270.3	HABP2	10	115312880	115348128	1683	13	4.92271197544841e-05	1.41387404489843e-05	3.05245446019998e-05	4.5638347035e-06
ENST00000298472.5	SLC18A2	10	119001204	119036777	1545	15	5.35159578175932e-05	1.64340091445934e-05	3.31781037759998e-05	3.903844897e-06
ENST00000457416.2	FGFR2	10	123239370	123353331	2469	17	8.47313676295964e-05	2.41171270300964e-05	5.2177662796e-05	8.4365778035e-06
ENST00000369701.3	SORCS3	10	106401085	107023132	3669	27	0.00013619637338702	4.08126168695194e-05	8.48045928440002e-05	1.05791636735e-05
ENST00000320185.2	FGF8	10	103530085	103535657	735	6	2.3899438528889e-05	6.67184601283278e-06	1.53208789573472e-05	1.90671355870904e-06
ENST00000370269.3	FAM178A	10	102672867	102719328	3561	19	9.00066214984372e-05	2.25421194704374e-05	5.85381464139998e-05	8.92635561400002e-06
ENST00000369310.3	PLEKHS1	10	115525139	115537399	1398	12	3.57946269013998e-05	8.53006401589978e-06	2.2976048294e-05	4.2885145915e-06
ENST00000280154.7	PDCD4	10	112635785	112657846	1410	11	3.70102792163086e-05	9.56977298830862e-06	2.3718174986e-05	3.722331242e-06
ENST00000370597.3	CRTAC1	10	99625304	99790229	1986	15	8.43180655081592e-05	2.5035176859659e-05	5.37308006660002e-05	5.5520879825e-06
ENST00000461105.1	KCNIP2	10	103587109	103603325	858	10	2.5654753216715e-05	7.40038735682635e-06	1.55779795466105e-05	2.67638631327821e-06
ENST00000369713.5	GSTO1	10	106014686	106027163	726	6	2.19322021848785e-05	6.3663795343785e-06	1.377501478e-05	1.7908078705e-06
ENST00000318222.3	PKD2L1	10	102048152	102089860	2418	16	7.63168018908958e-05	2.05008441523958e-05	4.761903704e-05	8.1969206985e-06
ENST00000356080.4	ADD3	10	111860411	111893376	2121	14	5.78063808352602e-05	1.40053294557604e-05	3.67022552999998e-05	7.09879607950002e-06
ENST00000553456.3	EMX2	10	119302778	119307743	759	3	3.90543689772798e-05	1.39038682795655e-05	2.23257112203831e-05	2.82478947733117e-06
ENST00000369783.4	CALHM3	10	105232969	105238789	1035	3	1.56829665219854e-05	4.94743757236328e-06	1.01260588611829e-05	6.09470088439256e-07
ENST00000339834.5	C10orf32	10	104614043	104622681	321	5	6.02748102458879e-06	1.80008288545153e-06	3.58688093782188e-06	6.40517201315391e-07
ENST00000370033.4	C10orf76	10	103607284	103799871	2070	25	5.83906339282864e-05	1.41665419727866e-05	3.79129153919998e-05	6.3111765635e-06
ENST00000370005.3	ELOVL3	10	103986305	103989009	813	4	2.45111729471859e-05	6.69660382968588e-06	1.5954548198e-05	1.8600209195e-06
ENST00000370902.3	EXOSC1	10	99196201	99205742	588	8	2.3187122487856e-05	6.45812848785596e-06	1.4009638466e-05	2.719355534e-06
ENST00000369005.1	TACC2	10	123781496	124013571	8847	22	0.00010758201062311	3.38827798651102e-05	6.59532604479998e-05	7.74597031000002e-06
ENST00000355697.2	SFXN4	10	120900753	120925159	1014	14	3.50529444513005e-05	9.69488234080054e-06	2.0551508368e-05	4.8065537425e-06
ENST00000266066.3	SFRP5	10	99527270	99531590	954	3	4.48636290382641e-05	1.54809554004178e-05	2.75704081240666e-05	1.81226551377972e-06
ENST00000329905.5	CALHM1	10	105215018	105218508	1041	2	5.04977228085593e-05	1.63996480740593e-05	3.2089665858e-05	2.0084088765e-06
ENST00000278070.2	PPRC1	10	103892825	103909786	4995	14	0.000157458599818237	4.13577894767362e-05	0.000102008354886	1.40924554555e-05
ENST00000369983.3	GBF1	10	104018695	104142093	5580	39	0.000178844365929246	4.49116056022448e-05	0.000114454352250001	1.9478408077e-05
ENST00000369797.3	PDCD11	10	105158183	105205306	5616	35	0.000180576069731634	5.08294966001326e-05	0.000112867373700001	1.68791994315e-05
ENST00000543371.1	TCF7L2	10	114710515	114925731	1809	14	7.8755419115992e-05	2.6464926469492e-05	4.5146992116e-05	7.1435005305e-06
ENST00000260702.3	LOXL4	10	100008677	100022776	2271	14	8.43812329010892e-05	2.19500577460892e-05	5.6200967176e-05	6.230207979e-06
ENST00000370110.5	NPM3	10	103541492	103543147	537	5	2.18675388220252e-05	6.6287054080252e-06	1.3850939484e-05	1.38789393e-06
ENST00000361804.4	SMC3	10	112327574	112364060	3654	29	9.8509382682636e-05	2.08652687206364e-05	6.21409568199996e-05	1.5503157142e-05
ENST00000356257.4	ZFYVE27	10	99498234	99519057	1251	12	4.5196712324381e-05	1.2913179415381e-05	2.8506944312e-05	3.776588597e-06
ENST00000370552.3	HPSE2	10	100219330	100995559	1779	12	5.90446805684129e-05	1.56560064294129e-05	3.8489537852e-05	4.899136287e-06
ENST00000263461.6	WDR11	10	122610932	122668225	3675	29	0.000108378707952753	2.8118711021753e-05	6.88750762300002e-05	1.1384920701e-05
ENST00000369405.3	ZDHHC6	10	114190561	114205194	1242	10	3.37834911800245e-05	7.8075937315245e-06	2.1266924018e-05	4.7089734305e-06
ENST00000528052.1	PNLIPRP1	10	118350641	118368628	1404	12	4.17525866054759e-05	1.16392865749761e-05	2.59589106099998e-05	4.1543894205e-06
ENST00000299238.5	HPS6	10	103825231	103827559	2328	1	8.64787690096801e-05	2.6017195168304e-05	5.29135368568681e-05	7.54803698450802e-06
ENST00000369905.4	ACTR1A	10	104240619	104262404	1131	11	4.34876011772576e-05	1.16344372737578e-05	2.63631072599998e-05	5.4900566435e-06
ENST00000020673.5	PSD	10	104162956	104176795	3075	16	0.000116894980405834	3.23875092918338e-05	7.56402246700004e-05	8.867246444e-06
ENST00000369287.3	C10orf118	10	115884901	115923027	2697	15	7.02933161194754e-05	1.57691648009756e-05	4.32437215199998e-05	1.12804297985e-05
ENST00000369043.3	ATE1	10	123503194	123687464	1557	12	4.84202308676325e-05	1.27702511291325e-05	2.891875334e-05	6.7312263985e-06
ENST00000425280.1	LDB1	10	103867849	103879867	1236	11	4.22186668736214e-05	1.10913413731214e-05	2.7782082316e-05	3.3452431845e-06
ENST00000285605.6	MARVELD1	10	99473633	99474155	522	1	8.75210656112171e-06	3.19677473971834e-06	5.30734989837613e-06	2.47981923027237e-07
ENST00000355044.3	ATRNL1	10	116853509	117704290	4140	29	0.000116965777379125	2.97672509921254e-05	7.26970084679996e-05	1.4501517919e-05
ENST00000260746.5	ARL3	10	104436650	104474032	549	6	1.55314841813706e-05	4.0876739083706e-06	9.53254892400004e-06	1.911261349e-06
ENST00000428433.1	PAX2	10	102506017	102587376	1254	11	5.04327063604656e-05	1.50493353144658e-05	3.14964578199998e-05	3.886913226e-06
ENST00000370220.1	LZTS2	10	102762295	102766925	2010	4	7.85954480648842e-05	1.95239438169615e-05	5.14376428670731e-05	7.63386138084957e-06
ENST00000370200.5	KAZALD1	10	102822349	102824677	915	4	3.65265668605183e-05	1.19527176195455e-05	2.25463988122732e-05	2.02745042869952e-06
ENST00000361464.3	MGEA5	10	103546207	103577779	2751	16	7.68619471928597e-05	1.96867841688599e-05	4.91858625899998e-05	7.989300434e-06
ENST00000224807.5	SFXN3	10	102792230	102799342	978	11	3.0487179332083e-05	8.33743018308302e-06	1.953913503e-05	2.610614119e-06
ENST00000369321.2	CASP7	10	115451730	115489299	1011	7	2.99511210006871e-05	8.29245379268714e-06	1.760842584e-05	4.050241368e-06
ENST00000302424.7	TRIM8	10	104404374	104417111	1656	6	7.29939179678329e-05	2.51072559843519e-05	4.36787996476083e-05	4.20786233587268e-06
ENST00000369878.4	CNNM2	10	104678237	104836937	2628	8	0.000122879887860778	4.0132522751778e-05	7.64635706160002e-05	6.283794493e-06
ENST00000311916.2	C10orf2	10	102747967	102753267	2055	5	7.56373870931161e-05	1.74992769966161e-05	4.8686890264e-05	9.4512198325e-06
ENST00000409522.1	ENO4	10	118609077	118641180	927	7	1.9988305823949e-05	5.95349768124444e-06	1.23804114281832e-05	1.6543967145214e-06
ENST00000224950.3	OBFC1	10	105642441	105677352	1107	9	3.12095834783238e-05	7.8888758378237e-06	1.96923938160001e-05	3.6283138245e-06
ENST00000343737.5	WNT8B	10	102222925	102242573	1056	6	3.97853426288184e-05	1.12814258089377e-05	2.61960539856316e-05	2.30786283424903e-06
ENST00000338595.2	GSTO2	10	106034673	106059042	732	6	2.12693778524525e-05	5.2782208814525e-06	1.3792865176e-05	2.198291795e-06
ENST00000359988.3	NRAP	10	115348733	115423641	5193	42	0.00016695828257829	4.62430542862888e-05	0.000103397926478001	1.7317301814e-05
ENST00000298510.2	PRDX3	10	120927991	120938302	771	7	2.69921072809496e-05	7.92338736894956e-06	1.5913583304e-05	3.155136608e-06
ENST00000369183.4	FAM204A	10	120070368	120095927	702	7	1.83659326563649e-05	4.59413264436484e-06	1.1019931458e-05	2.751868554e-06
ENST00000421367.2	ERLIN1	10	101911887	101945383	1047	11	2.87265110785358e-05	7.14596488953578e-06	1.8270604572e-05	3.309941617e-06
ENST00000370495.4	SLC25A28	10	101370605	101380092	1095	4	4.32179520595168e-05	1.37733635589528e-05	2.6600089162786e-05	2.84449933777799e-06
ENST00000304129.4	AFAP1L2	10	116055800	116164214	2457	19	8.6181971269894e-05	2.62728192593938e-05	5.34283357060002e-05	6.4808163045e-06
ENST00000333254.3	CCDC172	10	118084523	118138870	777	8	1.43086176232384e-05	3.24062450148092e-06	9.1554082160182e-06	1.9125849057393e-06
ENST00000210633.3	SEMA4G	10	102732669	102743888	2532	14	8.93793504035288e-05	2.20232917045288e-05	6.0206586598e-05	7.149472101e-06
ENST00000369151.3	CACUL1	10	120445639	120514274	1110	9	3.9375106234946e-05	1.2567593592446e-05	2.347008572e-05	3.3374269225e-06
ENST00000369937.4	CUEDC2	10	104183182	104184945	864	8	2.80887893479923e-05	7.75648971199226e-06	1.7567634064e-05	2.764665572e-06
ENST00000370449.4	ABCC2	10	101542601	101611388	4638	32	0.000130963052534221	3.44987348357206e-05	8.25023659540002e-05	1.39619517445e-05
ENST00000325103.6	HPS1	10	100177320	100202997	2103	18	7.7963394510611e-05	2.3235132277111e-05	4.8433521528e-05	6.2947407055e-06
ENST00000343289.5	NT5C2	10	104849428	104934715	1686	17	4.97612516493816e-05	1.11494110858816e-05	3.2782644026e-05	5.8291965375e-06
ENST00000348367.4	GPAM	10	113913307	113941542	2487	20	7.07988642597412e-05	1.73591495472414e-05	4.33572706779998e-05	1.00824440345e-05
ENST00000370345.3	SEC31B	10	102247372	102276709	3540	25	9.59020216741702e-05	2.55609635906704e-05	6.06679897559998e-05	9.6730683275e-06
ENST00000356713.4	CNNM1	10	101089144	101151273	2856	11	4.1975336248189e-05	1.36133252088713e-05	2.63581599493015e-05	2.00385109001621e-06
ENST00000344440.6	SORCS1	10	108336978	108924284	3597	27	0.000128709874830757	3.64236330242572e-05	7.99065752379998e-05	1.23796665685e-05
ENST00000370508.5	GOT1	10	101157303	101190322	1242	9	4.17336103167184e-05	1.08094240187184e-05	2.6205897456e-05	4.718288842e-06
ENST00000393077.2	VTI1A	10	114207131	114575142	654	8	2.57284887461633e-05	6.56177756116324e-06	1.5339425422e-05	3.827285763e-06
ENST00000451472.1	AL162407.1	10	115674683	115675055	372	1	2.27706243194258e-06	6.46817815706521e-07	1.42952176833204e-06	2.00722847904021e-07
ENST00000369603.5	SMNDC1	10	112053907	112063345	717	5	1.24249690908424e-05	3.07825982425682e-06	7.928174770882e-06	1.41853449570363e-06
ENST00000299166.4	NDUFB8	10	102283593	102289608	561	5	2.3674550338404e-05	6.666415242904e-06	1.4822105488e-05	2.1860296075e-06
ENST00000370002.3	PITX3	10	103990270	103991837	909	3	4.60364744631645e-05	1.7215044639166e-05	2.72533376365015e-05	1.56809218749697e-06
ENST00000370355.2	SCD	10	102107261	102120690	1080	6	3.5632857809573e-05	8.95042155307304e-06	2.3731412292e-05	2.9510239645e-06
ENST00000370162.3	POLL	10	103339209	103347117	1728	8	5.56084677732389e-05	1.30440510897389e-05	3.6293532918e-05	6.2708837655e-06
ENST00000354105.4	CWF19L1	10	101992983	102027350	1617	14	4.31829418428759e-05	1.05593387598759e-05	2.7722066628e-05	4.901536455e-06
ENST00000369887.3	CYP17A1	10	104590458	104597118	1527	8	4.97404620713589e-05	1.38718902938589e-05	3.1837194916e-05	4.0313768615e-06
ENST00000370631.3	PI4K2A	10	99400499	99433499	1440	9	6.27435903038555e-05	1.86112175878555e-05	3.9561628694e-05	4.570744022e-06
ENST00000361432.2	FAM45A	10	120863654	120896159	1074	9	3.24439678418727e-05	9.45962853987274e-06	1.91568697919999e-05	3.82746951e-06
