transcript	gene	chr	tx_start	tx_end	bp	n_exons	p_all	p_syn	p_mis	p_lof
ENST00000408988.2	C7orf65	7	47694876	47698826	456	3	5.76223415675612e-06	1.42676752200612e-06	3.781408767e-06	5.5405786775e-07
ENST00000242209.4	FKBP9	7	32997185	33044963	1713	10	3.3285890030813e-05	1.0556685774313e-05	2.074364852e-05	1.9855557365e-06
ENST00000550760.3	ZNF727	7	63505999	63538927	1500	4	7.84536389971858e-06	1.93949460994344e-06	5.1810119749243e-06	7.24857314850843e-07
ENST00000265753.8	EIF4H	7	73588713	73609638	747	7	1.51976036396628e-05	3.9609032936628e-06	9.64425738099996e-06	1.592442965e-06
ENST00000340652.4	VWC2	7	49815031	49951781	978	3	6.97405161835481e-06	2.47274605059608e-06	4.22074402240205e-06	2.8056154535668e-07
ENST00000359626.5	TYW1	7	66461965	66703516	2199	16	3.571022699503e-05	1.013613096478e-05	2.1707806469e-05	3.86628956125e-06
ENST00000275493.2	EGFR	7	55086970	55273310	3633	28	6.77894939595706e-05	1.98774801205706e-05	4.1937465565e-05	5.97454827400001e-06
ENST00000311067.3	RP11-89N17.1	7	33767241	33767877	636	1	3.07314976140943e-06	8.91171217567015e-07	2.015042464032e-06	1.66936079810419e-07
ENST00000285805.3	TRIM74	7	72430412	72436688	753	4	6.58060768434963e-06	1.91691557399511e-06	4.12912816169477e-06	5.34563948659749e-07
ENST00000222402.3	UBE2D4	7	43966131	43992294	444	7	7.29134447194449e-06	2.25819029769449e-06	4.3477979e-06	6.8535627425e-07
ENST00000395699.2	PURB	7	44924008	44924947	939	1	1.21940904191572e-05	4.33492796443216e-06	7.29409697237354e-06	5.65065482351492e-07
ENST00000420713.1	ZNF716	7	57509994	57529655	1488	4	1.76222038480769e-05	4.26738090207688e-06	1.1671218867e-05	1.683604079e-06
ENST00000309930.5	C7orf10	7	40174598	40900078	1416	15	1.00477820843843e-05	2.8611380593086e-06	6.22799628534371e-06	9.5864773973195e-07
ENST00000319357.5	STK17A	7	43622842	43664441	1245	7	1.97460590874656e-05	5.16605788496573e-06	1.24280298699999e-05	2.1519713325e-06
ENST00000457408.2	TMED4	7	44619077	44621805	684	5	1.54602166843749e-05	4.60846252412492e-06	9.78474129799999e-06	1.06701286225e-06
ENST00000395391.1	ZNF107	7	64152319	64169034	2352	2	2.657351961648e-05	6.3498135529802e-06	1.73196854629998e-05	2.9040206005e-06
ENST00000258770.3	TBRG4	7	45139923	45148836	1896	10	3.26888159804311e-05	9.48777084318113e-06	2.0104395544e-05	3.09664959325e-06
ENST00000258776.4	C7orf69	7	47834933	47859195	369	3	1.09375598334616e-06	2.56930337835139e-07	7.02691165525292e-07	1.34134479985733e-07
ENST00000344575.3	FZD9	7	72848337	72850113	1776	1	4.05553845249943e-05	1.4237320689692e-05	2.4994283814371e-05	1.32378002093126e-06
ENST00000005257.2	RALA	7	39726266	39745844	621	4	8.76660673476248e-06	2.21087307101247e-06	5.21679749800001e-06	1.33893616575e-06
ENST00000415949.1	SEC61G	7	54820103	54825281	207	3	2.58848153589774e-06	5.05986607397741e-07	1.869922549e-06	2.125723795e-07
ENST00000395145.2	CLDN3	7	73183716	73184379	663	1	1.98457475317166e-05	7.43437163571656e-06	1.1696797784e-05	7.14578112e-07
ENST00000304874.9	ASL	7	65541068	65557899	1395	16	2.85182572526181e-05	7.88677805836819e-06	1.80035357029999e-05	2.62794349125e-06
ENST00000258772.5	DDX56	7	44605600	44613494	1644	14	2.84419211400866e-05	7.1949940998367e-06	1.87790985099999e-05	2.46782853025e-06
ENST00000329309.3	NUPR1L	7	56183713	56184007	294	1	2.71765536206378e-06	7.2972667188685e-07	1.89241586741461e-06	9.55128227623217e-08
ENST00000395270.1	POM121	7	72396950	72419009	3000	12	1.9580661763523e-05	6.34542973539185e-06	1.21550548326123e-05	1.08017719551881e-06
ENST00000258774.5	HUS1	7	48004952	48019116	843	8	1.23800249000103e-05	3.2964866630103e-06	7.64509073900001e-06	1.438447498e-06
ENST00000289547.4	NPC1L1	7	44553045	44580858	4080	20	7.01020607367706e-05	2.07629131887701e-05	4.40178783690005e-05	5.32126917900001e-06
ENST00000436072.2	SFRP4	7	37947080	37956139	1041	6	2.24163400709362e-05	6.82322224018622e-06	1.4183839529e-05	1.40927830175e-06
ENST00000285298.4	MRPS17	7	56020888	56022871	393	2	6.05471480213751e-06	1.6741652566375e-06	3.75066090400001e-06	6.298886415e-07
ENST00000407838.3	VSTM2A	7	54610423	54636778	711	5	6.24370787768528e-06	2.02899668442977e-06	3.67982764548206e-06	5.34883547773454e-07
ENST00000403058.1	POU6F2	7	39046449	39504285	2076	10	3.3447816494672e-05	1.0230544778672e-05	2.0277511236e-05	2.93976048e-06
ENST00000429591.2	ZNF713	7	55980368	56007699	1293	4	1.68470001620431e-05	4.3033311447931e-06	1.0924164188e-05	1.61950482925e-06
ENST00000310326.8	NSUN5	7	72717394	72722787	1413	10	3.09067857001036e-05	9.2110955868536e-06	1.899507307e-05	2.70061704325e-06
ENST00000242248.5	POLM	7	44112889	44122037	1485	11	2.08931641040341e-05	5.8106875483677e-06	1.34607016263619e-05	1.62177492930447e-06
ENST00000304842.5	TPST1	7	65705412	65821829	1113	4	1.57245371712317e-05	3.49519728098175e-06	1.0412168518e-05	1.81717137225e-06
ENST00000242208.4	INHBA	7	41729247	41739972	1281	2	2.28912887279677e-05	7.06393091996774e-06	1.4761062638e-05	1.06629517e-06
ENST00000308153.4	H2AFV	7	44874099	44887570	387	5	5.99261520582668e-06	1.37168381707668e-06	4.197899374e-06	4.2303201475e-07
ENST00000252037.4	FKBP6	7	72742431	72756897	984	8	1.80192923562928e-05	5.04237667029283e-06	1.1061916812e-05	1.914998874e-06
ENST00000453200.1	URGCP	7	43916265	43946174	2796	6	4.94246479384049e-05	1.48412265236548e-05	3.10628577870001e-05	3.52056362775e-06
ENST00000310758.4	ELMO1	7	36895155	37382294	2184	21	3.90899119481924e-05	1.08368999274424e-05	2.4043309623e-05	4.20970239775e-06
ENST00000490531.2	NACAD	7	45120107	45128493	4689	8	2.02852974458439e-05	6.71506393474656e-06	1.2326901151393e-05	1.24333235970428e-06
ENST00000310974.4	DPY19L1	7	34971184	35077508	2028	22	2.176265691704e-05	5.07886454151318e-06	1.39959730564526e-05	2.68781931907425e-06
ENST00000223369.2	YKT6	7	44240734	44251881	597	7	1.03997086635449e-05	2.90329266029492e-06	6.22193168100001e-06	1.27448432225e-06
ENST00000510829.2	KCTD7	7	66236886	66274271	1476	8	2.33139730187835e-05	5.82367306553363e-06	1.47324269569999e-05	2.75787299625e-06
ENST00000310301.4	VPS41	7	38765845	38948774	2565	29	3.55442320499827e-05	8.16120544748278e-06	2.22779138309999e-05	5.10511277150001e-06
ENST00000435803.1	ABCA13	7	48211080	48685108	15177	62	0.000196722931105654	5.24462739044058e-05	0.000126424883567998	1.785177363325e-05
ENST00000455841.2	GTF2IRD1	7	73922410	74016760	2931	26	6.01113819607278e-05	1.86382024922277e-05	3.69677912470001e-05	4.5053882215e-06
ENST00000402924.1	BLVRA	7	43810757	43846834	891	7	1.46027906267074e-05	4.19645575595742e-06	8.79710179299999e-06	1.60923307775e-06
ENST00000223321.4	PSMA2	7	42957172	42971757	705	8	1.04240073857684e-05	2.62978015251837e-06	6.194729826e-06	1.59949740725e-06
ENST00000222812.3	STX1A	7	73114736	73133961	867	10	1.956826531138e-05	5.60842731813004e-06	1.2427337713e-05	1.53250028025e-06
ENST00000317534.5	MRPS24	7	43906297	43909094	504	4	1.22058371414886e-05	3.46360029148856e-06	7.31552832499999e-06	1.426708525e-06
ENST00000306984.6	MPLKIP	7	40172657	40174166	540	2	3.25843934787641e-06	1.03829426009431e-06	1.92566836976913e-06	2.9447671801297e-07
ENST00000360768.3	VKORC1L1	7	65338358	65419287	531	3	1.20359532449289e-05	3.7206177451789e-06	7.198024932e-06	1.11731056775e-06
ENST00000222673.5	OGDH	7	44663942	44747598	3072	22	5.82535591751699e-05	1.69177327291697e-05	3.72078873490002e-05	4.12793909700001e-06
ENST00000423497.1	WBSCR22	7	73097955	73112216	897	13	1.53731013608656e-05	3.67853538911556e-06	9.81847734900002e-06	1.87608862275e-06
ENST00000342771.4	AUTS2	7	69064639	70255982	3780	19	8.14784377660025e-05	2.50543484050026e-05	5.11354052769999e-05	5.28868408400001e-06
ENST00000460943.1	LAT2	7	73630305	73639072	732	11	1.30032220754686e-05	3.90060734696862e-06	7.85761253599998e-06	1.2450021925e-06
ENST00000395471.3	PSPH	7	56079454	56088905	678	5	1.03783512740126e-05	2.85588306276255e-06	6.48732143800001e-06	1.03514677325e-06
ENST00000242210.7	NT5C3A	7	33054341	33102332	1011	9	1.5411883977818e-05	4.43795777381801e-06	9.66711860800002e-06	1.306807596e-06
ENST00000342190.6	SUMF2	7	56131947	56147564	1077	8	1.53679109051314e-05	4.21542531968298e-06	9.60888786565413e-06	1.54359771979431e-06
ENST00000331162.4	ZNF479	7	57187546	57200031	1575	4	1.86717469817511e-05	4.53839848225124e-06	1.23729495809999e-05	1.7603989185e-06
ENST00000440155.2	ZNF138	7	64254946	64292580	882	3	1.10941457694656e-05	2.46336482821556e-06	7.51779881400001e-06	1.11298212725e-06
ENST00000399034.2	SEPT7	7	35840819	35943903	1317	14	7.94473665082596e-06	1.861048714596e-06	5.10898713661907e-06	9.74700799610895e-07
ENST00000222800.3	ABHD11	7	73150888	73153127	948	6	2.17129190628852e-05	6.36289103613516e-06	1.3482977711e-05	1.86705031575e-06
ENST00000444124.2	DDC	7	50530928	50611783	1443	13	2.57564752650029e-05	7.37568914425288e-06	1.6311637632e-05	2.06914848875e-06
ENST00000355451.7	NUDCD3	7	44425609	44530199	1086	6	1.89122147980504e-05	5.25830513705042e-06	1.1860924306e-05	1.792985355e-06
ENST00000223357.3	AEBP1	7	44144264	44153860	3477	21	7.36647690274683e-05	2.1770310001218e-05	4.60047318510003e-05	5.88972717525001e-06
ENST00000055077.3	RFC2	7	73646435	73668713	1065	11	1.88942785816617e-05	5.95795728791167e-06	1.1362769316e-05	1.57355197775e-06
ENST00000322090.3	GBAS	7	56032302	56066765	861	10	1.54958664476661e-05	4.03994963466612e-06	9.45247581e-06	2.003441003e-06
ENST00000305632.5	TBL2	7	72984836	72992879	1344	7	2.70758491047792e-05	7.83102256302924e-06	1.7409655167e-05	1.83517137475e-06
ENST00000333538.5	WBSCR17	7	70597788	71177131	1797	11	3.67090329952435e-05	1.10657028704935e-05	2.3611406773e-05	2.03192335175e-06
ENST00000468812.1	PPIA	7	44836323	44841021	498	5	7.96285466083479e-06	2.19956392058478e-06	5.32552418500001e-06	4.3776655525e-07
ENST00000468694.1	DBNL	7	44084336	44100515	1320	13	2.65761659602084e-05	7.57382960070844e-06	1.6907716094e-05	2.0946202655e-06
ENST00000394323.2	ERV3-1	7	64451589	64453404	1815	1	1.20413762811177e-05	3.17555740199228e-06	7.5456451968616e-06	1.32017368226383e-06
ENST00000395879.1	COA1	7	43679180	43688213	441	5	6.66642836251898e-06	2.01986559701897e-06	4.02451309300001e-06	6.220496725e-07
ENST00000359791.1	NPSR1	7	34698024	34917796	1134	9	1.69155368639018e-05	4.4985856514018e-06	1.0258385614e-05	2.1585655985e-06
ENST00000304056.4	KBTBD2	7	32908956	32919216	1872	3	2.63118260670199e-05	6.42170231002007e-06	1.65240456509998e-05	3.366078106e-06
ENST00000309683.6	ZNF680	7	63981538	64023332	1593	4	1.77698656133346e-05	4.20828959933464e-06	1.1833036494e-05	1.72853952e-06
ENST00000297063.6	KIAA0895	7	36366368	36429683	1563	7	2.18305561946448e-05	5.19286524614478e-06	1.3897304943e-05	2.7403860055e-06
ENST00000395891.2	HECW1	7	43283504	43601525	4821	28	9.63273617863209e-05	2.87486936295706e-05	5.89418397880003e-05	8.63682836875e-06
ENST00000408890.4	POM121L12	7	53103364	53104255	891	1	1.96710982471918e-05	6.2996278164136e-06	1.23525018611284e-05	1.01896856964981e-06
ENST00000341567.4	TMEM248	7	66406852	66420509	945	6	1.59408125498976e-05	4.78791583839758e-06	1.0035602483e-05	1.1172942285e-06
ENST00000289672.2	PKD1L1	7	47814740	47988037	8550	57	0.000130603586890989	3.64147766077389e-05	8.16744865439998e-05	1.251432373925e-05
ENST00000297283.3	PGAM2	7	44102362	44105128	762	3	1.67159892838395e-05	4.86748029508953e-06	1.0881069928e-05	9.6743906075e-07
ENST00000313375.3	MLXIPL	7	73008194	73038822	2559	17	1.37430652898978e-05	4.09056917227772e-06	8.9387132800001e-06	7.13782837619974e-07
ENST00000258749.5	AOAH	7	36552857	36763753	1728	21	2.6719538783085e-05	7.96726161233495e-06	1.5919774578e-05	2.83250259275e-06
ENST00000009041.7	STARD3NL	7	38247105	38268455	705	7	9.88335114920062e-06	2.70937286020061e-06	6.09277620800001e-06	1.081202081e-06
ENST00000381112.3	CCM2	7	45067303	45115656	1398	10	2.59307385166176e-05	8.14742105336757e-06	1.6171258272e-05	1.61205919125e-06
ENST00000199448.4	EPDR1	7	37960541	37989998	675	3	1.28665016505887e-05	3.96845829033084e-06	8.01640874451922e-06	8.81634615738651e-07
ENST00000348904.3	C7orf57	7	48075905	48099869	888	8	1.48981603434996e-05	4.33586423374957e-06	8.96339373000001e-06	1.59890237975e-06
ENST00000265748.2	ANLN	7	36429635	36492209	3375	24	4.75926876097618e-05	1.11411741937619e-05	3.08106380499999e-05	5.64087536600001e-06
ENST00000265136.7	COBL	7	51085247	51384330	3786	13	7.20178256509354e-05	2.26784182814353e-05	4.43586226570001e-05	4.98078471250001e-06
ENST00000331803.4	UPP1	7	48134380	48147954	933	7	1.6839475553922e-05	4.873249489922e-06	1.1113023639e-05	8.53202425e-07
ENST00000439701.1	IKZF1	7	50358657	50468325	1434	6	1.59751177469048e-05	5.14599959201937e-06	9.70120159187203e-06	1.1279165630134e-06
ENST00000395326.3	CRCP	7	65579949	65617344	447	6	6.71996385789365e-06	1.88107744314364e-06	4.22538260800001e-06	6.1350380675e-07
ENST00000258787.7	MYO1G	7	45002337	45018560	3057	22	6.41179241788897e-05	1.70003888968895e-05	4.20338098640002e-05	5.08372541800002e-06
ENST00000409072.3	FAM183B	7	38725197	38725605	408	1	7.48985882027072e-06	1.97886158152072e-06	4.831347982e-06	6.7964925675e-07
ENST00000398812.2	GRB10	7	50660648	50800019	1785	16	3.13174496184153e-05	9.43226369391527e-06	1.8747652762e-05	3.1375331625e-06
ENST00000395275.2	CALN1	7	71252759	71868354	786	6	1.26648308647978e-05	3.42106313454779e-06	7.964340889e-06	1.27942684125e-06
ENST00000395176.2	DNAJC30	7	73097072	73097753	681	1	2.062531674679e-05	5.96374938478995e-06	1.3615598406e-05	1.045968956e-06
ENST00000252034.7	ELN	7	73442517	73483030	2175	33	4.45410580682635e-05	1.48773580010134e-05	2.65866250310001e-05	3.07707503625e-06
ENST00000333149.2	TRIM50	7	72726916	72738785	1464	6	2.01068711818695e-05	6.0833235428829e-06	1.27545805189589e-05	1.26896712002767e-06
ENST00000297001.6	C7orf72	7	50135681	50198765	1317	9	7.37266969511768e-06	1.73564111081158e-06	4.86038530998703e-06	7.76643274319066e-07
ENST00000431882.2	C7orf25	7	42949233	42951666	1440	2	1.56497291166068e-05	3.94950316760678e-06	1.0137071644e-05	1.563154305e-06
ENST00000242067.6	BBS9	7	33185864	33644838	2664	22	3.73628087535813e-05	9.2588144915814e-06	2.28179196609999e-05	5.28607460100001e-06
ENST00000284957.5	RABGEF1	7	66236886	66274271	1476	8	2.33139730187835e-05	5.82367306553363e-06	1.47324269569999e-05	2.75787299625e-06
ENST00000396081.1	HERPUD2	7	35673299	35733940	1221	8	1.74448852563467e-05	4.41738649059671e-06	1.0844617223e-05	2.18288154275e-06
ENST00000309315.4	ZMIZ2	7	44795848	44807222	2763	18	5.31595627458349e-05	1.68503173308349e-05	3.2724699255e-05	3.58454616e-06
ENST00000339594.4	BAZ1B	7	72856525	72936263	4452	19	6.54745826637808e-05	1.52467914985309e-05	4.28174410279999e-05	7.41035013724999e-06
ENST00000328747.7	ZNF92	7	64838910	64864788	1761	4	2.01239447532247e-05	4.79631031572476e-06	1.35714561209999e-05	1.7561783165e-06
ENST00000223273.2	YAE1D1	7	39606017	39612305	681	3	2.53549545333956e-06	6.78534437867442e-07	1.45846960268742e-06	3.98491412784695e-07
ENST00000476120.1	ZNF273	7	64363695	64389416	1710	4	1.94278050531544e-05	4.80626690915445e-06	1.28621618689999e-05	1.759376275e-06
ENST00000275525.3	IGFBP1	7	45928251	45932690	780	4	1.78104226435249e-05	6.1153411042447e-06	1.05496060538089e-05	1.14547548547125e-06
ENST00000318709.4	AVL9	7	32535321	32623519	1947	16	2.7608190210145e-05	7.27917503439511e-06	1.74207915189999e-05	2.90822365675e-06
ENST00000282869.6	ZNF117	7	64438496	64441798	1452	2	1.66928217200525e-05	3.9426669435525e-06	1.0930653016e-05	1.8195017605e-06
ENST00000223368.2	BCL7B	7	72951627	72971908	609	6	1.22327813897331e-05	3.74204964448312e-06	7.54367384199999e-06	9.4705790325e-07
ENST00000447769.1	GPR141	7	37779995	37780913	918	1	1.26135157896631e-05	3.4519209384131e-06	8.530370094e-06	6.3122475725e-07
ENST00000254770.2	LANCL2	7	55433718	55499013	1353	9	2.67047170241459e-05	7.81608114814595e-06	1.6382822021e-05	2.505813855e-06
ENST00000246868.2	SBDS	7	66453357	66460404	753	5	1.23715616386589e-05	3.2743930999089e-06	7.99368253300002e-06	1.10348600575e-06
ENST00000406581.2	POLD2	7	44154383	44161652	1410	10	2.57088813137068e-05	7.82020881370678e-06	1.5985933195e-05	1.902739305e-06
ENST00000421025.1	ZNF679	7	63709495	63727247	1236	4	1.45910583129288e-05	3.64644425917882e-06	9.42744924099998e-06	1.51716481275e-06
ENST00000419119.1	FIGNL1	7	50512960	50514985	2025	1	2.60166649085575e-05	6.03566259080756e-06	1.75301259029999e-05	2.45087641475e-06
ENST00000320531.2	WBSCR28	7	73275524	73280203	798	3	1.16820391514829e-05	3.32679230773292e-06	6.895896935e-06	1.45934990875e-06
ENST00000242108.4	EEPD1	7	36193933	36338815	1710	7	3.3191010151365e-05	1.0025090472865e-05	2.0777798686e-05	2.3881209925e-06
ENST00000258704.3	SPDYE1	7	44040624	44047367	1011	6	1.83253601835734e-05	4.28213903853063e-06	1.19869505723969e-05	2.05627057264591e-06
ENST00000242249.4	RAMP3	7	45197427	45223011	447	3	1.02564633202445e-05	3.41541807449452e-06	6.336906692e-06	5.0413855375e-07
ENST00000345378.2	GCK	7	44184734	44198719	1401	10	3.27551451008681e-05	1.04874839054325e-05	2.04533760215002e-05	1.81428517393537e-06
ENST00000356264.2	AMPH	7	38424418	38670951	2088	21	1.50216555185634e-05	4.23306294430917e-06	9.09846916515348e-06	1.69012340910074e-06
ENST00000223324.2	MRPL32	7	42971985	42977175	567	3	1.08871134628436e-05	2.70674253209358e-06	6.417925078e-06	1.76244585275e-06
ENST00000297873.4	WBSCR27	7	73249072	73256470	738	5	1.51109470180581e-05	4.89028105280815e-06	9.18795369999998e-06	1.03271226525e-06
ENST00000398879.1	TNS3	7	47317673	47479234	4338	26	8.14830608584728e-05	2.58412690689722e-05	5.03967126730006e-05	5.24507911650001e-06
ENST00000395925.3	GLI3	7	42003927	42262852	4743	14	9.69056791976937e-05	3.17534232104432e-05	5.96244627190005e-05	5.52779326825e-06
ENST00000408931.3	TBX20	7	35242041	35293231	1344	8	2.24030128460551e-05	6.59762436680511e-06	1.3989904592e-05	1.81548388725e-06
ENST00000336180.2	LIMK1	7	73498320	73535631	1944	16	4.26492443007509e-05	1.28810028920009e-05	2.6850411188e-05	2.91783022075e-06
ENST00000297323.7	ADCY1	7	45614142	45753594	3360	20	7.48358574655011e-05	2.41814148455011e-05	4.6345447394e-05	4.308995226e-06
ENST00000223364.3	MYL7	7	44178519	44180904	528	7	9.10158266828044e-06	2.65939298928043e-06	5.79438485200001e-06	6.47804827e-07
ENST00000452681.2	PHKG1	7	56148746	56156634	1260	10	2.50688747701896e-05	7.01363039593962e-06	1.5314179809e-05	2.74106456525e-06
ENST00000423484.2	ZNF736	7	63774528	63809525	1284	4	6.34334602361309e-06	1.59014737802297e-06	4.1916367803718e-06	5.61561865218331e-07
ENST00000223398.6	CLIP2	7	73731876	73818178	3141	16	7.2990758102093e-05	2.30690388365926e-05	4.53139361450004e-05	4.60778312050001e-06
ENST00000304895.4	GUSB	7	65425883	65447170	1956	12	4.04314993287151e-05	1.1996487071215e-05	2.46604524860001e-05	3.7745597715e-06
ENST00000388975.3	SEPT14	7	55863605	55929689	1299	9	1.69474154553195e-05	4.09835738442129e-06	1.07834013681064e-05	2.06565670279183e-06
ENST00000435050.1	CLDN4	7	73245531	73246161	630	1	1.543187225562e-05	5.39688704862005e-06	9.43090788199998e-06	6.04077325e-07
ENST00000262942.5	ARPC1A	7	98930976	98963552	1113	9	2.00138680867858e-05	5.13725727153584e-06	1.2828557197e-05	2.04805361825e-06
ENST00000354212.4	MAGI2	7	77648631	79082636	4368	22	8.2805429738159e-05	2.53220989326589e-05	5.11228565110001e-05	6.36047429449999e-06
ENST00000248598.5	FGL2	7	76825595	76829110	1320	2	1.83512551425152e-05	4.99938137326516e-06	1.1854298155e-05	1.49757561425e-06
ENST00000248566.2	SHFM1	7	96318235	96339075	213	3	3.21274393969362e-06	9.18050277703782e-07	1.69455632319023e-06	6.00137338799611e-07
ENST00000248564.5	GNG11	7	93551449	93555528	222	2	2.10959666393653e-06	4.49715773591201e-07	1.46055532007134e-06	1.99325570273995e-07
ENST00000394152.2	ZSCAN25	7	99217229	99227643	1635	5	2.81246288665365e-05	7.81119083153654e-06	1.7874501226e-05	2.438936809e-06
ENST00000262932.3	CNPY4	7	99717367	99722511	747	6	1.22209364920876e-05	3.10059146583758e-06	7.44598887699999e-06	1.67435614925e-06
ENST00000006777.6	RHBDD2	7	75508400	75517667	1095	4	2.19564115811682e-05	7.35857653141822e-06	1.3397519317e-05	1.20031573275e-06
ENST00000303904.3	COPS6	7	99686613	99689412	984	10	1.99155596554131e-05	6.01377443641315e-06	1.21945833489999e-05	1.70720187e-06
ENST00000359593.4	AP4M1	7	99699337	99704505	1362	15	2.63490071060105e-05	7.36312966001053e-06	1.6289443535e-05	2.696433911e-06
ENST00000337673.6	ZNF394	7	99091151	99097716	1686	3	3.15006713813277e-05	9.15832910257762e-06	1.96832149620001e-05	2.65912731675e-06
ENST00000435819.1	CD36	7	80276056	80303463	1419	12	1.79871350700926e-05	4.86380886109263e-06	1.1510520224e-05	1.612805985e-06
ENST00000305866.5	CCDC132	7	92861780	92987748	2895	28	3.79818395097672e-05	8.65695916226743e-06	2.39466546559998e-05	5.37822569150001e-06
ENST00000351004.3	GNAI1	7	79764476	79846809	1065	8	1.66191913280772e-05	4.4301172873272e-06	1.0671416906e-05	1.51765713475e-06
ENST00000257626.7	GSAP	7	76940674	77045638	2565	31	3.76495788057283e-05	1.06572790147284e-05	2.30061636329999e-05	3.986136158e-06
ENST00000380079.4	STEAP4	7	87908712	87913584	1380	4	1.90643883151942e-05	4.36995483644426e-06	1.19769683259999e-05	2.71746515275e-06
ENST00000300179.2	NYAP1	7	100082934	100091526	2526	6	3.06434887062488e-05	9.20167506429995e-06	1.94024234948873e-05	2.03939014706161e-06
ENST00000338056.3	RUNDC3B	7	87258139	87459345	1422	12	1.97489088144376e-05	5.14736445568756e-06	1.2253735762e-05	2.34780859675e-06
ENST00000265741.3	CDK14	7	90338855	90747495	1356	13	2.04234105937744e-05	5.38331753502437e-06	1.2920974506e-05	2.11911855275e-06
ENST00000419923.2	UPK3B	7	76139969	76144568	963	4	5.73747779391251e-06	1.82343808953249e-06	3.56087611260268e-06	3.53163591777345e-07
ENST00000403633.2	BUD31	7	99008715	99017064	435	4	7.33268192969922e-06	1.69650919944921e-06	5.09277894900001e-06	5.4339378125e-07
ENST00000265732.5	RBM48	7	92158127	92166251	1104	5	1.73068201427635e-05	4.54162757501354e-06	1.1014747638e-05	1.75044492975e-06
ENST00000394507.1	KRIT1	7	91830049	91871449	2211	16	2.92430206251695e-05	6.19977525991964e-06	1.89273998359999e-05	4.11584552925e-06
ENST00000518156.2	DLX6	7	96635289	96639359	882	3	7.21012859799401e-06	2.53317807140303e-06	4.16928329696235e-06	5.07667229628621e-07
ENST00000297268.6	COL1A2	7	94024343	94059705	4101	52	6.58361734854425e-05	1.68598245554424e-05	4.35471365950001e-05	5.429212335e-06
ENST00000316368.2	OR2AE1	7	99473684	99474656	972	1	1.33362488729162e-05	3.44865397041617e-06	8.78397754100002e-06	1.1036173615e-06
ENST00000307792.3	SEMA3E	7	82996901	83277858	2328	17	3.56623794074247e-05	8.80768426742485e-06	2.25988624299999e-05	4.25583271e-06
ENST00000317271.2	PVRIG	7	99817533	99818874	981	5	6.63749543640306e-06	1.85114645871391e-06	4.22939680044444e-06	5.56952177244704e-07
ENST00000292475.3	ATP5J2	7	99055949	99063764	285	4	4.93492663788134e-06	1.43105544763133e-06	3.09830383100001e-06	4.0556735925e-07
ENST00000324306.6	ZKSCAN1	7	99621129	99631820	1692	5	2.69499558171272e-05	6.96713682612733e-06	1.75023785109999e-05	2.48044048e-06
ENST00000555673.1	PTCD1	7	99017589	99063764	2250	9	3.9235920088183e-05	1.2154822903183e-05	2.4390188222e-05	2.690908963e-06
ENST00000285871.4	CCDC146	7	76796985	76924183	2868	18	3.89295486225058e-05	9.09546304000602e-06	2.44491539299998e-05	5.38493165250002e-06
ENST00000341119.5	SLC25A40	7	87465563	87488042	1017	10	1.25693402284699e-05	2.84009578121985e-06	7.74992417600003e-06	1.97932027125e-06
ENST00000265729.2	SRI	7	87835792	87849341	597	8	1.09272097390798e-05	3.10275777082984e-06	6.357138756e-06	1.46731321225e-06
ENST00000356686.1	C7orf76	7	96113170	96125607	387	4	2.1578925787887e-06	5.6844955727984e-07	1.37337946346736e-06	2.16063558041505e-07
ENST00000005178.5	PDK4	7	95214952	95225605	1236	11	1.90398729913584e-05	4.80976588385841e-06	1.2102529152e-05	2.1275779555e-06
ENST00000265727.7	ADAM22	7	87563780	87825806	2721	31	4.39206367240485e-05	1.15944350492987e-05	2.72174514629998e-05	5.10875021175e-06
ENST00000482108.1	PEG10	7	94292868	94293846	978	1	8.32616349545485e-06	2.27046853652705e-06	5.4358850432339e-06	6.19809915693904e-07
ENST00000361669.2	GRM3	7	86394461	86493671	2640	5	4.68099256935106e-05	1.34979267215107e-05	2.97097673309999e-05	3.602231641e-06
ENST00000222547.3	BET1	7	93623541	93633528	357	4	3.00482943444933e-06	7.26503571892583e-07	1.9749785457847e-06	3.03347316772049e-07
ENST00000331410.5	ZNF789	7	99074079	99085111	1278	4	1.81512295118888e-05	4.53681363738882e-06	1.1369084797e-05	2.2453310775e-06
ENST00000318238.4	SAMD9L	7	92760529	92765284	4755	1	5.7151058948794e-05	1.35328025645442e-05	3.73889701789998e-05	6.22928620525e-06
ENST00000265723.4	ABCB4	7	87031411	87104781	3861	27	5.67213031989348e-05	1.55420314836848e-05	3.5125273708e-05	6.05399800725e-06
ENST00000222511.6	GTPBP10	7	89976055	90014468	1164	10	1.44164408933154e-05	3.54052882731536e-06	9.33276759200002e-06	1.543144474e-06
ENST00000327442.6	KPNA7	7	98771330	98805089	1551	10	1.16777946521321e-05	3.5549252339522e-06	7.00376186035452e-06	1.11910755782534e-06
ENST00000324432.5	DTX2	7	76109826	76134918	1869	9	3.62898448074576e-05	1.14575670313702e-05	2.2800551083623e-05	2.03172669246433e-06
ENST00000275560.3	SRCRB4D	7	76019375	76033756	1728	10	2.36232493289119e-05	7.67715718674759e-06	1.43618778390256e-05	1.58421430313878e-06
